Date,Category,Subcategory,Location,Value
11/02/2016,Electronics,Mobile,Location 1, 155.10 
13/03/2016,Plumber,Toilet And Sanitary Work,Location 10, 901.94 
06/06/2016,Plumber,Choke Up,Location 8, 92.23 
05/04/2016,Plumber,Pipelines And Pumps,Location 3, 553.47 
07/05/2016,Painter,Regular Painting,Location 4, 612.06 
22/05/2016,Lawn and Garden,Landscaping,Location 8, 633.00 
06/05/2016,Carpenter,Furniture Installation and assembly,Location 7, 136.37 
04/07/2016,Appliances,Water Purifier,Location 3, 224.80 
26/06/2016,Caterer/Cook,Catering,Location 1, 321.74 
21/03/2016,Lawn and Garden,Gardening,Location 10, 570.97 
26/06/2016,Plumber,Bathroom Fittings,Location 4, 53.95 
26/02/2016,Plumber,Water Tank,Location 9, 293.76 
03/07/2016,Electronics,Computer,Location 6, 536.23 
22/04/2016,Electrician,Fans,Location 3, 925.57 
31/05/2016,Painter,Texture Painting,Location 8, 235.89 
08/02/2016,Industrial,Escalator,Location 7, 649.08 
29/03/2016,Waste Management,Disposal,Location 3, 77.77 
24/06/2016,"Fire, Life, and Safety",Fire Extinguishers,Location 10, 356.94 
11/03/2016,Electronics,Computer,Location 6, 615.34 
13/06/2016,Pest Control,Bed Bug Control,Location 10, 89.18 
18/03/2016,Electronics,TV,Location 1, 509.62 
29/03/2016,Electronics,Mobile,Location 7, 920.87 
26/03/2016,Plumber,Choke Up,Location 9, 63.15 
31/03/2016,Plumber,Water Tank,Location 5, 414.13 
12/05/2016,Plumber,Leakage,Location 8, 224.97 
04/06/2016,Plumber,"Tap, Wash basin and Sink",Location 1, 310.30 
29/02/2016,Appliances,Refrigerator Repair,Location 7, 348.73 
17/04/2016,Records Management,Secure Document Destruction,Location 3, 63.11 
26/01/2016,Lawn and Garden,Landscaping,Location 6, 26.98 
23/03/2016,Carpenter,Bolt And Latch,Location 4, 168.21 
18/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 7, 846.52 
14/03/2016,Cleaning,Furniture and Furnishings,Location 2, 451.93 
20/06/2016,Electrician,Other Lights,Location 7, 252.05 
07/04/2016,Electronics,Computer,Location 1, 34.11 
26/02/2016,Electronics,Computer,Location 4, 712.87 
03/05/2016,Cleaning,Furniture and Furnishings,Location 5, 132.17 
19/04/2016,Waste Management,Disposal,Location 2, 62.19 
05/07/2016,Electrician,Fans,Location 10, 372.96 
04/02/2016,Plumber,"Tap, Wash basin and Sink",Location 6, 801.30 
05/06/2016,Painter,Regular Painting,Location 4, 388.35 
26/01/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 488.53 
12/04/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 642.85 
30/05/2016,Carpenter,Furniture Repair/replacement,Location 9, 850.66 
07/07/2016,Carpenter,Bolt And Latch,Location 6, 531.06 
27/01/2016,Cleaning,Furniture and Furnishings,Location 1, 121.26 
22/02/2016,Carpenter,General Carpentry Work,Location 2, 213.09 
07/03/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 8, 28.87 
01/06/2016,Carpenter,Bolt And Latch,Location 7, 855.85 
26/04/2016,Plumber,Choke Up,Location 4, 329.55 
07/04/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 6, 599.73 
19/03/2016,Electronics,Mobile,Location 7, 796.43 
29/04/2016,Electronics,TV,Location 7, 415.67 
21/06/2016,Plumber,Bathroom Fittings,Location 10, 539.17 
05/05/2016,Electronics,Projector,Location 2, 986.54 
05/04/2016,Appliances,Refrigerator Repair,Location 1, 118.31 
04/07/2016,Plumber,Choke Up,Location 8, 566.38 
11/03/2016,Pest Control,Mosquito Control,Location 5, 786.73 
01/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 8, 121.83 
13/02/2016,Plumber,Toilet And Sanitary Work,Location 10, 655.63 
04/07/2016,Pest Control,Wood Borer Control,Location 6, 94.14 
15/06/2016,Electrician,Tube Lights,Location 10, 822.24 
16/03/2016,Electrician,Fancy Lights,Location 4, 188.90 
04/06/2016,Electronics,Computer,Location 5, 954.96 
02/05/2016,Carpenter,Furniture Repair/replacement,Location 10, 76.18 
15/02/2016,Electrician,"Switches, Meters and Fuses",Location 4, 762.25 
08/04/2016,Plumber,Choke Up,Location 5, 860.28 
02/02/2016,Electrician,Fans,Location 10, 683.91 
06/03/2016,Carpenter,Furniture Installation and assembly,Location 4, 492.68 
23/06/2016,Painter,Texture Painting,Location 1, 208.41 
24/04/2016,Electrician,Other Lights,Location 7, 268.53 
25/06/2016,Painter,Regular Painting,Location 9, 559.76 
17/02/2016,Electrician,"Switches, Meters and Fuses",Location 5, 766.41 
17/02/2016,Plumber,Pipelines And Pumps,Location 6, 872.82 
28/01/2016,Plumber,Bathroom Fittings,Location 10, 500.86 
21/05/2016,Carpenter,Furniture Repair/replacement,Location 7, 974.96 
04/06/2016,Electronics,Computer,Location 5, 437.10 
08/05/2016,Electronics,TV,Location 3, 123.95 
09/03/2016,Appliances,Water Purifier,Location 10, 464.63 
06/04/2016,Carpenter,General Carpentry Work,Location 9, 223.89 
07/03/2016,Appliances,Water Purifier,Location 2, 127.87 
26/03/2016,Carpenter,Furniture Repair/replacement,Location 9, 35.34 
06/04/2016,Appliances,Water Purifier,Location 9, 768.31 
27/03/2016,Electronics,Computer,Location 7, 446.85 
28/05/2016,Electrician,Fans,Location 4, 836.16 
26/04/2016,Carpenter,General Carpentry Work,Location 1, 18.10 
08/05/2016,Cleaning,Furniture and Furnishings,Location 6, 574.39 
26/06/2016,Carpenter,Furniture Repair/replacement,Location 2, 674.71 
06/03/2016,Plumber,"Tap, Wash basin and Sink",Location 6, 134.17 
16/02/2016,Plumber,Pipelines And Pumps,Location 2, 562.31 
11/03/2016,Plumber,Toilet And Sanitary Work,Location 9, 282.30 
23/06/2016,Appliances,Microwave Oven Repair,Location 2, 102.75 
09/05/2016,Electrician,Light Sockets/Holders,Location 4, 333.96 
14/02/2016,Plumber,Plumbing Electronics,Location 10, 160.95 
14/04/2016,Cleaning,Office,Location 5, 608.85 
14/04/2016,Plumber,Pipelines And Pumps,Location 10, 603.90 
01/05/2016,Electronics,Computer,Location 9, 62.43 
03/06/2016,Carpenter,Furniture Repair/replacement,Location 9, 132.77 
22/06/2016,Electrician,Thermography,Location 4, 978.55 
23/02/2016,Plumber,Bathroom Fittings,Location 1, 890.94 
02/04/2016,Painter,Regular Painting,Location 4, 396.03 
01/06/2016,Carpenter,Bolt And Latch,Location 3, 183.57 
16/03/2016,Plumber,Toilet And Sanitary Work,Location 3, 250.36 
20/03/2016,Carpenter,Furniture Repair/replacement,Location 6, 271.64 
05/03/2016,Carpenter,Furniture Repair/replacement,Location 5, 903.22 
08/05/2016,Pest Control,Cockroach Control,Location 9, 82.24 
22/03/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 963.44 
02/06/2016,Carpenter,General Carpentry Work,Location 8, 791.18 
06/03/2016,Plumber,Pipelines And Pumps,Location 8, 269.06 
07/06/2016,Carpenter,Furniture Repair/replacement,Location 2, 140.75 
02/04/2016,Plumber,Bathroom Fittings,Location 6, 640.64 
26/03/2016,Carpenter,Furniture Repair/replacement,Location 10, 275.92 
14/04/2016,Painter,Texture Painting,Location 6, 875.16 
02/02/2016,Carpenter,Furniture Repair/replacement,Location 6, 559.61 
22/03/2016,Plumber,Bathroom Fittings,Location 9, 194.61 
08/02/2016,Caterer/Cook,Catering,Location 3, 989.32 
14/05/2016,Cleaning,Office,Location 1, 589.05 
13/05/2016,Carpenter,Bolt And Latch,Location 9, 951.98 
25/03/2016,Electronics,Computer,Location 10, 984.00 
22/05/2016,Security,Security Guard,Location 9, 961.92 
08/05/2016,Plumber,Choke Up,Location 2, 571.35 
20/03/2016,Electrician,Light Sockets/Holders,Location 7, 923.08 
25/04/2016,Plumber,Plumbing Electronics,Location 4, 623.75 
02/05/2016,Painter,Texture Painting,Location 7, 26.34 
27/03/2016,Carpenter,Bolt And Latch,Location 3, 224.64 
21/05/2016,Electrician,"Switches, Meters and Fuses",Location 9, 335.45 
15/04/2016,Plumber,Toilet And Sanitary Work,Location 9, 965.30 
05/05/2016,Cleaning,Office,Location 7, 308.49 
22/05/2016,Testing,Water Test,Location 5, 224.14 
14/06/2016,Plumber,Toilet And Sanitary Work,Location 10, 29.55 
15/04/2016,Electronics,Mobile,Location 10, 832.64 
13/02/2016,Plumber,Bathroom Fittings,Location 4, 754.89 
26/02/2016,Painter,Texture Painting,Location 5, 238.16 
14/05/2016,Carpenter,General Carpentry Work,Location 4, 965.99 
25/03/2016,Carpenter,Furniture Repair/replacement,Location 5, 170.40 
05/06/2016,Carpenter,Furniture Repair/replacement,Location 9, 244.49 
22/04/2016,Pest Control,Cockroach Control,Location 5, 225.32 
05/02/2016,Pest Control,Rat Control,Location 10, 904.69 
27/05/2016,Electronics,TV,Location 5, 137.69 
24/03/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 506.51 
25/02/2016,Transportation,Mini Tempo,Location 1, 222.50 
27/02/2016,Cleaning,Office,Location 10, 176.38 
09/04/2016,Plumber,Choke Up,Location 5, 371.58 
19/06/2016,Plumber,"Tap, Wash basin and Sink",Location 4, 11.84 
01/05/2016,Plumber,"Tap, Wash basin and Sink",Location 5, 361.20 
31/01/2016,Carpenter,Furniture Repair/replacement,Location 4, 918.46 
18/05/2016,Electronics,Computer,Location 5, 171.90 
13/05/2016,Pest Control,Ant Control,Location 2, 874.02 
27/03/2016,Carpenter,Furniture Repair/replacement,Location 1, 313.96 
05/03/2016,Security Systems,CCTV,Location 6, 686.03 
26/06/2016,Plumber,Bathroom Fittings,Location 6, 70.24 
06/07/2016,Electronics,Mobile,Location 6, 855.04 
22/04/2016,Records Management,Secure Document Destruction,Location 7, 907.01 
23/02/2016,Transportation,Car,Location 4, 718.17 
28/04/2016,Plumber,Toilet And Sanitary Work,Location 10, 87.63 
10/06/2016,Electronics,Computer,Location 9, 250.81 
02/06/2016,Plumber,Choke Up,Location 7, 417.82 
12/05/2016,Plumber,Choke Up,Location 2, 871.67 
25/01/2016,Electrician,"Switches, Meters and Fuses",Location 9, 712.23 
09/02/2016,Appliances,Water Purifier,Location 1, 795.05 
11/04/2016,Appliances,Refrigerator Repair,Location 9, 324.63 
29/02/2016,Carpenter,Furniture Repair/replacement,Location 2, 698.52 
09/05/2016,Waste Management,Disposal,Location 2, 114.82 
12/03/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 2, 442.54 
31/05/2016,Pest Control,Wood Borer Control,Location 6, 793.30 
22/03/2016,Industrial,Elevator,Location 7, 462.78 
08/04/2016,Electrician,"Switches, Meters and Fuses",Location 1, 293.01 
21/06/2016,Plumber,Choke Up,Location 5, 45.25 
11/05/2016,Security Systems,CCTV,Location 1, 884.25 
03/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 1, 996.69 
08/05/2016,Electrician,Fans,Location 5, 848.04 
25/02/2016,Electrician,Fans,Location 10, 367.05 
06/06/2016,Pest Control,Ant Control,Location 4, 96.78 
12/03/2016,Plumber,Bathroom Fittings,Location 5, 767.02 
05/07/2016,Security Systems,CCTV,Location 7, 539.49 
30/04/2016,Pest Control,Ant Control,Location 5, 635.22 
08/02/2016,Appliances,Water Purifier,Location 9, 570.07 
25/04/2016,Flooring,Stone & Tile Restoration,Location 8, 924.09 
10/04/2016,Plumber,Bathroom Fittings,Location 4, 103.19 
23/02/2016,Carpenter,General Carpentry Work,Location 9, 481.81 
13/06/2016,Electrician,Light Sockets/Holders,Location 2, 733.54 
14/02/2016,Plumber,Bathroom Fittings,Location 3, 58.71 
28/06/2016,Carpenter,Furniture Installation and assembly,Location 3, 308.89 
04/04/2016,Plumber,Toilet And Sanitary Work,Location 4, 563.38 
06/03/2016,Electrician,Fans,Location 5, 399.48 
21/03/2016,Plumber,Toilet And Sanitary Work,Location 2, 71.62 
11/05/2016,Plumber,Bathroom Fittings,Location 7, 338.35 
31/05/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 9, 76.73 
17/02/2016,Plumber,Water Tank,Location 9, 515.39 
20/03/2016,Transportation,Car,Location 9, 44.26 
30/01/2016,Electrician,Fans,Location 10, 451.21 
07/07/2016,Electrician,Fans,Location 3, 554.53 
06/06/2016,Carpenter,Furniture Installation and assembly,Location 5, 938.83 
02/05/2016,Plumber,"Tap, Wash basin and Sink",Location 5, 149.75 
17/03/2016,Electrician,"Switches, Meters and Fuses",Location 5, 980.11 
24/02/2016,Appliances,Microwave Oven Repair,Location 1, 767.14 
04/07/2016,Plumber,Toilet And Sanitary Work,Location 9, 753.02 
24/02/2016,Carpenter,Bolt And Latch,Location 4, 500.34 
21/05/2016,Electronics,Computer,Location 3, 896.66 
25/04/2016,Plumber,Bathroom Fittings,Location 3, 388.97 
10/02/2016,Appliances,Coffee Machines,Location 8, 168.57 
25/02/2016,Pest Control,Cockroach Control,Location 3, 555.77 
02/03/2016,Plumber,Choke Up,Location 8, 871.68 
14/04/2016,Appliances,Water Purifier,Location 9, 988.73 
04/02/2016,Security,Security Guard,Location 6, 781.72 
12/06/2016,Lawn and Garden,Gardening,Location 3, 689.89 
19/06/2016,Plumber,Toilet And Sanitary Work,Location 2, 690.60 
13/06/2016,Flooring,Stone & Tile Restoration,Location 1, 566.53 
23/02/2016,Carpenter,Furniture Repair/replacement,Location 4, 944.45 
14/04/2016,Plumber,Bathroom Fittings,Location 8, 923.26 
21/04/2016,Appliances,UPS,Location 5, 84.10 
01/07/2016,Plumber,Toilet And Sanitary Work,Location 8, 2.50 
10/05/2016,Carpenter,Furniture Repair/replacement,Location 9, 351.61 
07/04/2016,Painter,Texture Painting,Location 2, 76.48 
04/04/2016,Cleaning,Office,Location 1, 378.36 
10/06/2016,Electronics,Computer,Location 3, 153.49 
11/05/2016,Carpenter,Furniture Repair/replacement,Location 6, 564.43 
16/06/2016,Electronics,Printer,Location 1, 960.61 
06/06/2016,Appliances,Cooler,Location 1, 732.37 
21/05/2016,Electrician,Tube Lights,Location 4, 129.62 
01/05/2016,Carpenter,Furniture Repair/replacement,Location 3, 797.56 
19/04/2016,Plumber,"Tap, Wash basin and Sink",Location 2, 203.53 
05/02/2016,Plumber,Choke Up,Location 2, 946.00 
02/04/2016,Plumber,Toilet And Sanitary Work,Location 4, 769.20 
26/04/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 10, 713.13 
12/05/2016,Pest Control,Ant Control,Location 1, 205.76 
30/01/2016,Painter,Texture Painting,Location 7, 496.94 
12/03/2016,Electronics,Computer,Location 4, 731.37 
12/05/2016,Transportation,Car,Location 10, 795.15 
31/01/2016,Electronics,Computer,Location 9, 142.05 
02/03/2016,Electrician,"Switches, Meters and Fuses",Location 4, 873.81 
05/02/2016,Plumber,Leakage,Location 10, 507.22 
24/04/2016,Security,Security Guard,Location 8, 480.50 
28/02/2016,Electrician,"Switches, Meters and Fuses",Location 8, 805.13 
19/04/2016,Painter,Texture Painting,Location 7, 195.41 
13/03/2016,Plumber,Toilet And Sanitary Work,Location 9, 704.07 
27/04/2016,Plumber,Choke Up,Location 1, 438.22 
25/04/2016,Transportation,Mini Tempo,Location 1, 64.18 
07/05/2016,Electronics,TV,Location 6, 732.07 
23/05/2016,Electronics,Mobile,Location 8, 615.89 
30/03/2016,Plumber,Choke Up,Location 2, 419.54 
18/04/2016,"Fire, Life, and Safety",Fire Extinguishers,Location 6, 206.81 
06/03/2016,Plumber,Choke Up,Location 10, 681.24 
03/03/2016,Painter,Regular Painting,Location 2, 95.56 
27/06/2016,Plumber,Pipelines And Pumps,Location 4, 991.00 
27/05/2016,Plumber,Bathroom Fittings,Location 4, 231.28 
19/02/2016,Carpenter,Furniture Repair/replacement,Location 2, 7.37 
02/02/2016,Transportation,Car,Location 6, 195.28 
16/04/2016,Plumber,Leakage,Location 4, 962.40 
28/04/2016,Appliances,Water Purifier,Location 6, 682.14 
14/04/2016,Security Systems,Door Lock Systems,Location 7, 783.38 
26/03/2016,Plumber,"Tap, Wash basin and Sink",Location 3, 126.27 
15/04/2016,Plumber,Bathroom Fittings,Location 8, 496.41 
24/02/2016,Plumber,Leakage,Location 6, 989.32 
01/06/2016,Electronics,Computer,Location 5, 36.81 
09/05/2016,Carpenter,Furniture Repair/replacement,Location 1, 415.28 
22/05/2016,Electronics,Computer,Location 8, 760.81 
22/02/2016,Appliances,Dishwasher,Location 4, 519.84 
02/07/2016,Plumber,Toilet And Sanitary Work,Location 1, 327.11 
23/04/2016,Electronics,Computer,Location 4, 576.22 
14/03/2016,Electronics,TV,Location 9, 812.54 
18/05/2016,Cleaning,Office,Location 1, 15.83 
06/04/2016,Electronics,Computer,Location 2, 505.67 
15/06/2016,Lawn and Garden,Gardening,Location 8, 162.61 
22/06/2016,Painter,Regular Painting,Location 4, 499.64 
25/06/2016,Carpenter,Furniture Installation and assembly,Location 2, 671.58 
16/05/2016,Electronics,Computer,Location 10, 885.25 
25/04/2016,Electronics,Printer,Location 2, 780.16 
09/02/2016,Plumber,Bathroom Fittings,Location 5, 652.45 
28/04/2016,Electrician,"Switches, Meters and Fuses",Location 5, 617.74 
03/03/2016,Pest Control,Cockroach Control,Location 4, 20.30 
01/03/2016,Plumber,"Tap, Wash basin and Sink",Location 1, 699.52 
07/02/2016,Appliances,Refrigerator Repair,Location 10, 84.84 
05/03/2016,Plumber,Bathroom Fittings,Location 5, 879.42 
06/07/2016,Appliances,Microwave Oven Repair,Location 6, 751.36 
12/03/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 885.65 
23/04/2016,Plumber,"Tap, Wash basin and Sink",Location 4, 760.00 
02/07/2016,Flooring,Stone & Tile Restoration,Location 2, 993.92 
30/04/2016,Appliances,Refrigerator Repair,Location 9, 528.50 
11/06/2016,Plumber,Bathroom Fittings,Location 2, 35.68 
25/03/2016,Electronics,Computer,Location 2, 567.56 
14/06/2016,Electronics,Mobile,Location 8, 693.17 
16/03/2016,Carpenter,Furniture Repair/replacement,Location 7, 867.08 
22/02/2016,Plumber,Toilet And Sanitary Work,Location 8, 303.40 
05/05/2016,Plumber,Bathroom Fittings,Location 3, 22.72 
26/01/2016,Carpenter,General Carpentry Work,Location 9, 875.35 
25/02/2016,Electrician,"Switches, Meters and Fuses",Location 10, 834.03 
14/04/2016,Painter,Regular Painting,Location 3, 949.88 
15/06/2016,Support Staff,Office,Location 9, 409.77 
17/03/2016,Carpenter,Bolt And Latch,Location 1, 740.22 
17/03/2016,Carpenter,Furniture Installation and assembly,Location 6, 601.97 
31/05/2016,Plumber,"Tap, Wash basin and Sink",Location 3, 968.94 
21/03/2016,Plumber,Bathroom Fittings,Location 3, 546.96 
06/03/2016,Plumber,Bathroom Fittings,Location 8, 555.65 
16/02/2016,Electrician,"Switches, Meters and Fuses",Location 9, 809.04 
22/03/2016,Plumber,Pipelines And Pumps,Location 9, 720.88 
05/07/2016,Painter,Texture Painting,Location 7, 216.01 
09/06/2016,Carpenter,Furniture Installation and assembly,Location 8, 192.04 
04/04/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 1, 711.29 
01/03/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 297.29 
05/04/2016,Carpenter,General Carpentry Work,Location 9, 478.58 
11/04/2016,Carpenter,Furniture Installation and assembly,Location 10, 407.47 
15/06/2016,Cleaning,Office,Location 6, 528.80 
21/04/2016,Flooring,Stone & Tile Restoration,Location 8, 653.78 
16/04/2016,Plumber,Choke Up,Location 8, 553.96 
07/07/2016,Appliances,Microwave Oven Repair,Location 10, 948.96 
27/02/2016,Appliances,Microwave Oven Repair,Location 6, 935.50 
23/05/2016,Plumber,Choke Up,Location 5, 681.34 
07/03/2016,Plumber,Leakage,Location 5, 542.15 
06/06/2016,Plumber,Toilet And Sanitary Work,Location 7, 681.38 
06/04/2016,Pest Control,Cockroach Control,Location 7, 702.31 
04/05/2016,Plumber,Toilet And Sanitary Work,Location 10, 376.83 
02/04/2016,Plumber,Bathroom Fittings,Location 6, 118.46 
04/05/2016,Plumber,Leakage,Location 5, 580.93 
07/06/2016,Plumber,"Tap, Wash basin and Sink",Location 2, 261.96 
01/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 2, 704.13 
08/04/2016,Appliances,Microwave Oven Repair,Location 6, 83.07 
14/04/2016,Painter,Regular Painting,Location 7, 667.62 
21/06/2016,Plumber,Leakage,Location 1, 763.30 
06/03/2016,Electronics,TV,Location 8, 756.81 
01/05/2016,Lawn and Garden,Landscaping,Location 10, 909.66 
30/06/2016,Appliances,Microwave Oven Repair,Location 4, 700.85 
27/05/2016,Plumber,Toilet And Sanitary Work,Location 8, 576.52 
